MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|DE-LU
20.05.2020 09:00 - 20.05.2020 09:15,42.8,EUR,
20.05.2020 09:15 - 20.05.2020 09:30,33.25,EUR,
20.05.2020 09:30 - 20.05.2020 09:45,30.79,EUR,
20.05.2020 09:45 - 20.05.2020 10:00,25.29,EUR,
20.05.2020 10:00 - 20.05.2020 10:15,34.65,EUR,
20.05.2020 10:15 - 20.05.2020 10:30,29.24,EUR,
20.05.2020 10:30 - 20.05.2020 10:45,26.52,EUR,
20.05.2020 10:45 - 20.05.2020 11:00,23.91,EUR,
20.05.2020 11:00 - 20.05.2020 11:15,28.5,EUR,
20.05.2020 11:15 - 20.05.2020 11:30,27.85,EUR,
20.05.2020 11:30 - 20.05.2020 11:45,26.34,EUR,
20.05.2020 11:45 - 20.05.2020 12:00,26.92,EUR,
20.05.2020 12:00 - 20.05.2020 12:15,28.03,EUR,
20.05.2020 12:15 - 20.05.2020 12:30,24.83,EUR,
20.05.2020 12:30 - 20.05.2020 12:45,25.16,EUR,
20.05.2020 12:45 - 20.05.2020 13:00,21.63,EUR,
20.05.2020 13:00 - 20.05.2020 13:15,30.55,EUR,
20.05.2020 13:15 - 20.05.2020 13:30,27.47,EUR,
20.05.2020 13:30 - 20.05.2020 13:45,22.49,EUR,
20.05.2020 13:45 - 20.05.2020 14:00,15.5,EUR,
20.05.2020 14:00 - 20.05.2020 14:15,23.76,EUR,
20.05.2020 14:15 - 20.05.2020 14:30,24.03,EUR,
20.05.2020 14:30 - 20.05.2020 14:45,22.64,EUR,
20.05.2020 14:45 - 20.05.2020 15:00,25.17,EUR,
20.05.2020 15:00 - 20.05.2020 15:15,20.85,EUR,
20.05.2020 15:15 - 20.05.2020 15:30,23.74,EUR,
20.05.2020 15:30 - 20.05.2020 15:45,22.86,EUR,
20.05.2020 15:45 - 20.05.2020 16:00,27.9,EUR,
20.05.2020 16:00 - 20.05.2020 16:15,15.89,EUR,
20.05.2020 16:15 - 20.05.2020 16:30,24.04,EUR,
20.05.2020 16:30 - 20.05.2020 16:45,27.06,EUR,
20.05.2020 16:45 - 20.05.2020 17:00,31,EUR,
20.05.2020 17:00 - 20.05.2020 17:15,12.96,EUR,
20.05.2020 17:15 - 20.05.2020 17:30,23.79,EUR,
20.05.2020 17:30 - 20.05.2020 17:45,32.44,EUR,
20.05.2020 17:45 - 20.05.2020 18:00,44.81,EUR,
20.05.2020 18:00 - 20.05.2020 18:15,19.92,EUR,
20.05.2020 18:15 - 20.05.2020 18:30,27.98,EUR,
20.05.2020 18:30 - 20.05.2020 18:45,33.78,EUR,
20.05.2020 18:45 - 20.05.2020 19:00,51.03,EUR,
20.05.2020 19:00 - 20.05.2020 19:15,34.43,EUR,
20.05.2020 19:15 - 20.05.2020 19:30,38.57,EUR,
20.05.2020 19:30 - 20.05.2020 19:45,47.71,EUR,
20.05.2020 19:45 - 20.05.2020 20:00,59.3,EUR,
20.05.2020 20:00 - 20.05.2020 20:15,53.91,EUR,
20.05.2020 20:15 - 20.05.2020 20:30,50.38,EUR,
20.05.2020 20:30 - 20.05.2020 20:45,45.87,EUR,
20.05.2020 20:45 - 20.05.2020 21:00,41.84,EUR,
20.05.2020 21:00 - 20.05.2020 21:15,48.41,EUR,
20.05.2020 21:15 - 20.05.2020 21:30,39.15,EUR,
20.05.2020 21:30 - 20.05.2020 21:45,33.41,EUR,
20.05.2020 21:45 - 20.05.2020 22:00,27.41,EUR,
20.05.2020 22:00 - 20.05.2020 22:15,42.28,EUR,
20.05.2020 22:15 - 20.05.2020 22:30,25.15,EUR,
20.05.2020 22:30 - 20.05.2020 22:45,24.45,EUR,
20.05.2020 22:45 - 20.05.2020 23:00,19.38,EUR,
20.05.2020 23:00 - 20.05.2020 23:15,29.91,EUR,
20.05.2020 23:15 - 20.05.2020 23:30,23.84,EUR,
20.05.2020 23:30 - 20.05.2020 23:45,21.39,EUR,
20.05.2020 23:45 - 21.05.2020 00:00,17.08,EUR,
21.05.2020 00:00 - 21.05.2020 00:15,32.82,EUR,
21.05.2020 00:15 - 21.05.2020 00:30,22.63,EUR,
21.05.2020 00:30 - 21.05.2020 00:45,18.68,EUR,
21.05.2020 00:45 - 21.05.2020 01:00,14.93,EUR,
21.05.2020 01:00 - 21.05.2020 01:15,25.03,EUR,
21.05.2020 01:15 - 21.05.2020 01:30,20.73,EUR,
21.05.2020 01:30 - 21.05.2020 01:45,18.9,EUR,
21.05.2020 01:45 - 21.05.2020 02:00,17.28,EUR,
21.05.2020 02:00 - 21.05.2020 02:15,22.69,EUR,
21.05.2020 02:15 - 21.05.2020 02:30,22.91,EUR,
21.05.2020 02:30 - 21.05.2020 02:45,18,EUR,
21.05.2020 02:45 - 21.05.2020 03:00,17.08,EUR,
21.05.2020 03:00 - 21.05.2020 03:15,21.76,EUR,
21.05.2020 03:15 - 21.05.2020 03:30,17.26,EUR,
21.05.2020 03:30 - 21.05.2020 03:45,18,EUR,
21.05.2020 03:45 - 21.05.2020 04:00,20.77,EUR,
21.05.2020 04:00 - 21.05.2020 04:15,19.4,EUR,
21.05.2020 04:15 - 21.05.2020 04:30,18.24,EUR,
21.05.2020 04:30 - 21.05.2020 04:45,19.85,EUR,
21.05.2020 04:45 - 21.05.2020 05:00,20.5,EUR,
21.05.2020 05:00 - 21.05.2020 05:15,21.21,EUR,
21.05.2020 05:15 - 21.05.2020 05:30,22.67,EUR,
21.05.2020 05:30 - 21.05.2020 05:45,18.54,EUR,
21.05.2020 05:45 - 21.05.2020 06:00,18.25,EUR,
21.05.2020 06:00 - 21.05.2020 06:15,22.01,EUR,
21.05.2020 06:15 - 21.05.2020 06:30,19,EUR,
21.05.2020 06:30 - 21.05.2020 06:45,19.1,EUR,
21.05.2020 06:45 - 21.05.2020 07:00,16.28,EUR,
21.05.2020 07:00 - 21.05.2020 07:15,34.1,EUR,
21.05.2020 07:15 - 21.05.2020 07:30,22.38,EUR,
21.05.2020 07:30 - 21.05.2020 07:45,15.95,EUR,
21.05.2020 07:45 - 21.05.2020 08:00,9.58,EUR,
21.05.2020 08:00 - 21.05.2020 08:15,44.59,EUR,
21.05.2020 08:15 - 21.05.2020 08:30,21.2,EUR,
21.05.2020 08:30 - 21.05.2020 08:45,6.56,EUR,
21.05.2020 08:45 - 21.05.2020 09:00,-0.75,EUR,
21.05.2020 09:00 - 21.05.2020 09:15,36.92,EUR,
21.05.2020 09:15 - 21.05.2020 09:30,18.73,EUR,
21.05.2020 09:30 - 21.05.2020 09:45,7.66,EUR,
21.05.2020 09:45 - 21.05.2020 10:00,0.85,EUR,
21.05.2020 10:00 - 21.05.2020 10:15,26.24,EUR,
21.05.2020 10:15 - 21.05.2020 10:30,15.87,EUR,
21.05.2020 10:30 - 21.05.2020 10:45,9.38,EUR,
21.05.2020 10:45 - 21.05.2020 11:00,6.11,EUR,
21.05.2020 11:00 - 21.05.2020 11:15,19.05,EUR,
21.05.2020 11:15 - 21.05.2020 11:30,14.94,EUR,
21.05.2020 11:30 - 21.05.2020 11:45,13.91,EUR,
21.05.2020 11:45 - 21.05.2020 12:00,7.9,EUR,
21.05.2020 12:00 - 21.05.2020 12:15,12,EUR,
21.05.2020 12:15 - 21.05.2020 12:30,14.89,EUR,
21.05.2020 12:30 - 21.05.2020 12:45,14.84,EUR,
21.05.2020 12:45 - 21.05.2020 13:00,9.41,EUR,
21.05.2020 13:00 - 21.05.2020 13:15,14.72,EUR,
21.05.2020 13:15 - 21.05.2020 13:30,13.59,EUR,
21.05.2020 13:30 - 21.05.2020 13:45,10.36,EUR,
21.05.2020 13:45 - 21.05.2020 14:00,6.3,EUR,
21.05.2020 14:00 - 21.05.2020 14:15,3.96,EUR,
21.05.2020 14:15 - 21.05.2020 14:30,9.68,EUR,
21.05.2020 14:30 - 21.05.2020 14:45,12,EUR,
21.05.2020 14:45 - 21.05.2020 15:00,13,EUR,
21.05.2020 15:00 - 21.05.2020 15:15,2.32,EUR,
21.05.2020 15:15 - 21.05.2020 15:30,9.67,EUR,
21.05.2020 15:30 - 21.05.2020 15:45,15.49,EUR,
21.05.2020 15:45 - 21.05.2020 16:00,18.16,EUR,
21.05.2020 16:00 - 21.05.2020 16:15,-4.79,EUR,
21.05.2020 16:15 - 21.05.2020 16:30,8.16,EUR,
21.05.2020 16:30 - 21.05.2020 16:45,18.46,EUR,
21.05.2020 16:45 - 21.05.2020 17:00,34.31,EUR,
21.05.2020 17:00 - 21.05.2020 17:15,-4.71,EUR,
21.05.2020 17:15 - 21.05.2020 17:30,9.97,EUR,
21.05.2020 17:30 - 21.05.2020 17:45,26.58,EUR,
21.05.2020 17:45 - 21.05.2020 18:00,46,EUR,
21.05.2020 18:00 - 21.05.2020 18:15,3.14,EUR,
21.05.2020 18:15 - 21.05.2020 18:30,17.12,EUR,
21.05.2020 18:30 - 21.05.2020 18:45,33.3,EUR,
21.05.2020 18:45 - 21.05.2020 19:00,50.44,EUR,
21.05.2020 19:00 - 21.05.2020 19:15,17.27,EUR,
21.05.2020 19:15 - 21.05.2020 19:30,24.03,EUR,
21.05.2020 19:30 - 21.05.2020 19:45,36.59,EUR,
21.05.2020 19:45 - 21.05.2020 20:00,53.65,EUR,
21.05.2020 20:00 - 21.05.2020 20:15,41.9,EUR,
21.05.2020 20:15 - 21.05.2020 20:30,39.87,EUR,
21.05.2020 20:30 - 21.05.2020 20:45,41.62,EUR,
21.05.2020 20:45 - 21.05.2020 21:00,32.44,EUR,
21.05.2020 21:00 - 21.05.2020 21:15,43.3,EUR,
21.05.2020 21:15 - 21.05.2020 21:30,29.83,EUR,
21.05.2020 21:30 - 21.05.2020 21:45,25,EUR,
21.05.2020 21:45 - 21.05.2020 22:00,18.26,EUR,
21.05.2020 22:00 - 21.05.2020 22:15,40.26,EUR,
21.05.2020 22:15 - 21.05.2020 22:30,25.38,EUR,
21.05.2020 22:30 - 21.05.2020 22:45,19,EUR,
21.05.2020 22:45 - 21.05.2020 23:00,16,EUR,
21.05.2020 23:00 - 21.05.2020 23:15,35.8,EUR,
21.05.2020 23:15 - 21.05.2020 23:30,22.78,EUR,
21.05.2020 23:30 - 21.05.2020 23:45,15.81,EUR,
21.05.2020 23:45 - 22.05.2020 00:00,9.48,EUR,
22.05.2020 00:00 - 22.05.2020 00:15,28.07,EUR,
22.05.2020 00:15 - 22.05.2020 00:30,18.61,EUR,
22.05.2020 00:30 - 22.05.2020 00:45,12.62,EUR,
22.05.2020 00:45 - 22.05.2020 01:00,5.2,EUR,
22.05.2020 01:00 - 22.05.2020 01:15,22.5,EUR,
22.05.2020 01:15 - 22.05.2020 01:30,15.93,EUR,
22.05.2020 01:30 - 22.05.2020 01:45,12.39,EUR,
22.05.2020 01:45 - 22.05.2020 02:00,8.4,EUR,
22.05.2020 02:00 - 22.05.2020 02:15,19.44,EUR,
22.05.2020 02:15 - 22.05.2020 02:30,15.79,EUR,
22.05.2020 02:30 - 22.05.2020 02:45,13.39,EUR,
22.05.2020 02:45 - 22.05.2020 03:00,13.35,EUR,
22.05.2020 03:00 - 22.05.2020 03:15,15,EUR,
22.05.2020 03:15 - 22.05.2020 03:30,12.66,EUR,
22.05.2020 03:30 - 22.05.2020 03:45,16.2,EUR,
22.05.2020 03:45 - 22.05.2020 04:00,18.12,EUR,
22.05.2020 04:00 - 22.05.2020 04:15,10.02,EUR,
22.05.2020 04:15 - 22.05.2020 04:30,12.45,EUR,
22.05.2020 04:30 - 22.05.2020 04:45,16.22,EUR,
22.05.2020 04:45 - 22.05.2020 05:00,20.52,EUR,
22.05.2020 05:00 - 22.05.2020 05:15,9.11,EUR,
22.05.2020 05:15 - 22.05.2020 05:30,14.58,EUR,
22.05.2020 05:30 - 22.05.2020 05:45,17.64,EUR,
22.05.2020 05:45 - 22.05.2020 06:00,27.54,EUR,
22.05.2020 06:00 - 22.05.2020 06:15,13.51,EUR,
22.05.2020 06:15 - 22.05.2020 06:30,17.47,EUR,
22.05.2020 06:30 - 22.05.2020 06:45,26.23,EUR,
22.05.2020 06:45 - 22.05.2020 07:00,35.73,EUR,
22.05.2020 07:00 - 22.05.2020 07:15,23.03,EUR,
22.05.2020 07:15 - 22.05.2020 07:30,26.16,EUR,
22.05.2020 07:30 - 22.05.2020 07:45,28.44,EUR,
22.05.2020 07:45 - 22.05.2020 08:00,33.1,EUR,
22.05.2020 08:00 - 22.05.2020 08:15,31.26,EUR,
22.05.2020 08:15 - 22.05.2020 08:30,27.37,EUR,
22.05.2020 08:30 - 22.05.2020 08:45,19.56,EUR,
22.05.2020 08:45 - 22.05.2020 09:00,24.4,EUR,
22.05.2020 09:00 - 22.05.2020 09:15,25.69,EUR,
22.05.2020 09:15 - 22.05.2020 09:30,23.16,EUR,
22.05.2020 09:30 - 22.05.2020 09:45,18.79,EUR,
22.05.2020 09:45 - 22.05.2020 10:00,22,EUR,
22.05.2020 10:00 - 22.05.2020 10:15,27.34,EUR,
22.05.2020 10:15 - 22.05.2020 10:30,19.62,EUR,
22.05.2020 10:30 - 22.05.2020 10:45,17.67,EUR,
22.05.2020 10:45 - 22.05.2020 11:00,15.8,EUR,
22.05.2020 11:00 - 22.05.2020 11:15,19.09,EUR,
22.05.2020 11:15 - 22.05.2020 11:30,20.92,EUR,
22.05.2020 11:30 - 22.05.2020 11:45,20.27,EUR,
22.05.2020 11:45 - 22.05.2020 12:00,15.88,EUR,
22.05.2020 12:00 - 22.05.2020 12:15,20.08,EUR,
22.05.2020 12:15 - 22.05.2020 12:30,22.64,EUR,
22.05.2020 12:30 - 22.05.2020 12:45,19.1,EUR,
22.05.2020 12:45 - 22.05.2020 13:00,8.9,EUR,
22.05.2020 13:00 - 22.05.2020 13:15,27.82,EUR,
22.05.2020 13:15 - 22.05.2020 13:30,19.3,EUR,
22.05.2020 13:30 - 22.05.2020 13:45,10.22,EUR,
22.05.2020 13:45 - 22.05.2020 14:00,2.77,EUR,
22.05.2020 14:00 - 22.05.2020 14:15,12.99,EUR,
22.05.2020 14:15 - 22.05.2020 14:30,14.26,EUR,
22.05.2020 14:30 - 22.05.2020 14:45,16.92,EUR,
22.05.2020 14:45 - 22.05.2020 15:00,14.2,EUR,
22.05.2020 15:00 - 22.05.2020 15:15,11.57,EUR,
22.05.2020 15:15 - 22.05.2020 15:30,15.29,EUR,
22.05.2020 15:30 - 22.05.2020 15:45,17.25,EUR,
22.05.2020 15:45 - 22.05.2020 16:00,16.33,EUR,
22.05.2020 16:00 - 22.05.2020 16:15,8.74,EUR,
22.05.2020 16:15 - 22.05.2020 16:30,15.79,EUR,
22.05.2020 16:30 - 22.05.2020 16:45,20.47,EUR,
22.05.2020 16:45 - 22.05.2020 17:00,16.97,EUR,
22.05.2020 17:00 - 22.05.2020 17:15,8.01,EUR,
22.05.2020 17:15 - 22.05.2020 17:30,15.19,EUR,
22.05.2020 17:30 - 22.05.2020 17:45,25.13,EUR,
22.05.2020 17:45 - 22.05.2020 18:00,29.45,EUR,
22.05.2020 18:00 - 22.05.2020 18:15,14.55,EUR,
22.05.2020 18:15 - 22.05.2020 18:30,18.2,EUR,
22.05.2020 18:30 - 22.05.2020 18:45,25.17,EUR,
22.05.2020 18:45 - 22.05.2020 19:00,31.85,EUR,
22.05.2020 19:00 - 22.05.2020 19:15,21.42,EUR,
22.05.2020 19:15 - 22.05.2020 19:30,22.48,EUR,
22.05.2020 19:30 - 22.05.2020 19:45,26.52,EUR,
22.05.2020 19:45 - 22.05.2020 20:00,31,EUR,
22.05.2020 20:00 - 22.05.2020 20:15,39,EUR,
22.05.2020 20:15 - 22.05.2020 20:30,31.15,EUR,
22.05.2020 20:30 - 22.05.2020 20:45,24.82,EUR,
22.05.2020 20:45 - 22.05.2020 21:00,19.04,EUR,
22.05.2020 21:00 - 22.05.2020 21:15,28.98,EUR,
22.05.2020 21:15 - 22.05.2020 21:30,23.93,EUR,
22.05.2020 21:30 - 22.05.2020 21:45,16.78,EUR,
22.05.2020 21:45 - 22.05.2020 22:00,7.95,EUR,
22.05.2020 22:00 - 22.05.2020 22:15,43.56,EUR,
22.05.2020 22:15 - 22.05.2020 22:30,23.96,EUR,
22.05.2020 22:30 - 22.05.2020 22:45,8,EUR,
22.05.2020 22:45 - 22.05.2020 23:00,1.99,EUR,
22.05.2020 23:00 - 22.05.2020 23:15,29.97,EUR,
22.05.2020 23:15 - 22.05.2020 23:30,19.48,EUR,
22.05.2020 23:30 - 22.05.2020 23:45,3.14,EUR,
22.05.2020 23:45 - 23.05.2020 00:00,0.3,EUR,
23.05.2020 00:00 - 23.05.2020 00:15,24.79,EUR,
23.05.2020 00:15 - 23.05.2020 00:30,16.39,EUR,
23.05.2020 00:30 - 23.05.2020 00:45,13.4,EUR,
23.05.2020 00:45 - 23.05.2020 01:00,7.41,EUR,
23.05.2020 01:00 - 23.05.2020 01:15,17.54,EUR,
23.05.2020 01:15 - 23.05.2020 01:30,14.6,EUR,
23.05.2020 01:30 - 23.05.2020 01:45,12.32,EUR,
23.05.2020 01:45 - 23.05.2020 02:00,8.07,EUR,
23.05.2020 02:00 - 23.05.2020 02:15,15.57,EUR,
23.05.2020 02:15 - 23.05.2020 02:30,13.64,EUR,
23.05.2020 02:30 - 23.05.2020 02:45,9.88,EUR,
23.05.2020 02:45 - 23.05.2020 03:00,11.21,EUR,
23.05.2020 03:00 - 23.05.2020 03:15,8.48,EUR,
23.05.2020 03:15 - 23.05.2020 03:30,10.12,EUR,
23.05.2020 03:30 - 23.05.2020 03:45,13.35,EUR,
23.05.2020 03:45 - 23.05.2020 04:00,16.21,EUR,
23.05.2020 04:00 - 23.05.2020 04:15,6.74,EUR,
23.05.2020 04:15 - 23.05.2020 04:30,10.62,EUR,
23.05.2020 04:30 - 23.05.2020 04:45,14.03,EUR,
23.05.2020 04:45 - 23.05.2020 05:00,14.82,EUR,
23.05.2020 05:00 - 23.05.2020 05:15,9.71,EUR,
23.05.2020 05:15 - 23.05.2020 05:30,10.4,EUR,
23.05.2020 05:30 - 23.05.2020 05:45,13.12,EUR,
23.05.2020 05:45 - 23.05.2020 06:00,14.75,EUR,
23.05.2020 06:00 - 23.05.2020 06:15,9.7,EUR,
23.05.2020 06:15 - 23.05.2020 06:30,11.27,EUR,
23.05.2020 06:30 - 23.05.2020 06:45,11.81,EUR,
23.05.2020 06:45 - 23.05.2020 07:00,12.11,EUR,
23.05.2020 07:00 - 23.05.2020 07:15,11.3,EUR,
23.05.2020 07:15 - 23.05.2020 07:30,9.8,EUR,
23.05.2020 07:30 - 23.05.2020 07:45,12.54,EUR,
23.05.2020 07:45 - 23.05.2020 08:00,13.88,EUR,
23.05.2020 08:00 - 23.05.2020 08:15,20.42,EUR,
23.05.2020 08:15 - 23.05.2020 08:30,10.75,EUR,
23.05.2020 08:30 - 23.05.2020 08:45,8.66,EUR,
23.05.2020 08:45 - 23.05.2020 09:00,7.53,EUR,
23.05.2020 09:00 - 23.05.2020 09:15,18.26,EUR,
23.05.2020 09:15 - 23.05.2020 09:30,12.74,EUR,
23.05.2020 09:30 - 23.05.2020 09:45,11.04,EUR,
23.05.2020 09:45 - 23.05.2020 10:00,5.29,EUR,
23.05.2020 10:00 - 23.05.2020 10:15,22.2,EUR,
23.05.2020 10:15 - 23.05.2020 10:30,12.47,EUR,
23.05.2020 10:30 - 23.05.2020 10:45,8.28,EUR,
23.05.2020 10:45 - 23.05.2020 11:00,5.34,EUR,
23.05.2020 11:00 - 23.05.2020 11:15,12.37,EUR,
23.05.2020 11:15 - 23.05.2020 11:30,9.6,EUR,
23.05.2020 11:30 - 23.05.2020 11:45,7.41,EUR,
23.05.2020 11:45 - 23.05.2020 12:00,3.38,EUR,
23.05.2020 12:00 - 23.05.2020 12:15,20.61,EUR,
23.05.2020 12:15 - 23.05.2020 12:30,9.7,EUR,
23.05.2020 12:30 - 23.05.2020 12:45,3.66,EUR,
23.05.2020 12:45 - 23.05.2020 13:00,-6.02,EUR,
23.05.2020 13:00 - 23.05.2020 13:15,13.27,EUR,
23.05.2020 13:15 - 23.05.2020 13:30,2.56,EUR,
23.05.2020 13:30 - 23.05.2020 13:45,1.4,EUR,
23.05.2020 13:45 - 23.05.2020 14:00,-6.67,EUR,
23.05.2020 14:00 - 23.05.2020 14:15,-1.22,EUR,
23.05.2020 14:15 - 23.05.2020 14:30,-3.96,EUR,
23.05.2020 14:30 - 23.05.2020 14:45,-6.85,EUR,
23.05.2020 14:45 - 23.05.2020 15:00,-0.67,EUR,
23.05.2020 15:00 - 23.05.2020 15:15,-10.5,EUR,
23.05.2020 15:15 - 23.05.2020 15:30,-9.86,EUR,
23.05.2020 15:30 - 23.05.2020 15:45,-5.63,EUR,
23.05.2020 15:45 - 23.05.2020 16:00,0.78,EUR,
23.05.2020 16:00 - 23.05.2020 16:15,-15.6,EUR,
23.05.2020 16:15 - 23.05.2020 16:30,-7.29,EUR,
23.05.2020 16:30 - 23.05.2020 16:45,-1.65,EUR,
23.05.2020 16:45 - 23.05.2020 17:00,7.2,EUR,
23.05.2020 17:00 - 23.05.2020 17:15,-14.47,EUR,
23.05.2020 17:15 - 23.05.2020 17:30,-1.04,EUR,
23.05.2020 17:30 - 23.05.2020 17:45,8.61,EUR,
23.05.2020 17:45 - 23.05.2020 18:00,15.7,EUR,
23.05.2020 18:00 - 23.05.2020 18:15,-4.84,EUR,
23.05.2020 18:15 - 23.05.2020 18:30,2.77,EUR,
23.05.2020 18:30 - 23.05.2020 18:45,8.19,EUR,
23.05.2020 18:45 - 23.05.2020 19:00,17.09,EUR,
23.05.2020 19:00 - 23.05.2020 19:15,2.21,EUR,
23.05.2020 19:15 - 23.05.2020 19:30,5.04,EUR,
23.05.2020 19:30 - 23.05.2020 19:45,13.66,EUR,
23.05.2020 19:45 - 23.05.2020 20:00,25.96,EUR,
23.05.2020 20:00 - 23.05.2020 20:15,16.63,EUR,
23.05.2020 20:15 - 23.05.2020 20:30,15.86,EUR,
23.05.2020 20:30 - 23.05.2020 20:45,13.06,EUR,
23.05.2020 20:45 - 23.05.2020 21:00,11.27,EUR,
23.05.2020 21:00 - 23.05.2020 21:15,24.07,EUR,
23.05.2020 21:15 - 23.05.2020 21:30,15.81,EUR,
23.05.2020 21:30 - 23.05.2020 21:45,10.02,EUR,
23.05.2020 21:45 - 23.05.2020 22:00,8.09,EUR,
23.05.2020 22:00 - 23.05.2020 22:15,27.79,EUR,
23.05.2020 22:15 - 23.05.2020 22:30,12.96,EUR,
23.05.2020 22:30 - 23.05.2020 22:45,8.34,EUR,
23.05.2020 22:45 - 23.05.2020 23:00,2.37,EUR,
23.05.2020 23:00 - 23.05.2020 23:15,21.86,EUR,
23.05.2020 23:15 - 23.05.2020 23:30,10.94,EUR,
23.05.2020 23:30 - 23.05.2020 23:45,6.44,EUR,
23.05.2020 23:45 - 24.05.2020 00:00,-3.1,EUR,
24.05.2020 00:00 - 24.05.2020 00:15,19.86,EUR,
24.05.2020 00:15 - 24.05.2020 00:30,9.65,EUR,
24.05.2020 00:30 - 24.05.2020 00:45,2.8,EUR,
24.05.2020 00:45 - 24.05.2020 01:00,-8.3,EUR,
24.05.2020 01:00 - 24.05.2020 01:15,12.21,EUR,
24.05.2020 01:15 - 24.05.2020 01:30,4.51,EUR,
24.05.2020 01:30 - 24.05.2020 01:45,2.14,EUR,
24.05.2020 01:45 - 24.05.2020 02:00,-8,EUR,
24.05.2020 02:00 - 24.05.2020 02:15,4.77,EUR,
24.05.2020 02:15 - 24.05.2020 02:30,2.55,EUR,
24.05.2020 02:30 - 24.05.2020 02:45,-1.49,EUR,
24.05.2020 02:45 - 24.05.2020 03:00,-2.87,EUR,
24.05.2020 03:00 - 24.05.2020 03:15,-2.9,EUR,
24.05.2020 03:15 - 24.05.2020 03:30,-0.32,EUR,
24.05.2020 03:30 - 24.05.2020 03:45,-0.37,EUR,
24.05.2020 03:45 - 24.05.2020 04:00,-0.4,EUR,
24.05.2020 04:00 - 24.05.2020 04:15,-6.48,EUR,
24.05.2020 04:15 - 24.05.2020 04:30,-1.78,EUR,
24.05.2020 04:30 - 24.05.2020 04:45,-8.36,EUR,
24.05.2020 04:45 - 24.05.2020 05:00,1.03,EUR,
24.05.2020 05:00 - 24.05.2020 05:15,-3.42,EUR,
24.05.2020 05:15 - 24.05.2020 05:30,-8.36,EUR,
24.05.2020 05:30 - 24.05.2020 05:45,-4.48,EUR,
24.05.2020 05:45 - 24.05.2020 06:00,-1.33,EUR,
24.05.2020 06:00 - 24.05.2020 06:15,-4.47,EUR,
24.05.2020 06:15 - 24.05.2020 06:30,0.31,EUR,
24.05.2020 06:30 - 24.05.2020 06:45,-1.54,EUR,
24.05.2020 06:45 - 24.05.2020 07:00,-7.42,EUR,
24.05.2020 07:00 - 24.05.2020 07:15,-0.08,EUR,
24.05.2020 07:15 - 24.05.2020 07:30,-13.06,EUR,
24.05.2020 07:30 - 24.05.2020 07:45,-1.63,EUR,
24.05.2020 07:45 - 24.05.2020 08:00,-3.36,EUR,
24.05.2020 08:00 - 24.05.2020 08:15,-5.38,EUR,
24.05.2020 08:15 - 24.05.2020 08:30,-3.94,EUR,
24.05.2020 08:30 - 24.05.2020 08:45,-7.3,EUR,
24.05.2020 08:45 - 24.05.2020 09:00,-10.29,EUR,
24.05.2020 09:00 - 24.05.2020 09:15,-12.38,EUR,
24.05.2020 09:15 - 24.05.2020 09:30,-11.8,EUR,
24.05.2020 09:30 - 24.05.2020 09:45,-10.55,EUR,
24.05.2020 09:45 - 24.05.2020 10:00,-17.62,EUR,
24.05.2020 10:00 - 24.05.2020 10:15,-37.85,EUR,
24.05.2020 10:15 - 24.05.2020 10:30,-26.88,EUR,
24.05.2020 10:30 - 24.05.2020 10:45,-29.15,EUR,
24.05.2020 10:45 - 24.05.2020 11:00,-27.15,EUR,
24.05.2020 11:00 - 24.05.2020 11:15,-35.62,EUR,
24.05.2020 11:15 - 24.05.2020 11:30,-34.59,EUR,
24.05.2020 11:30 - 24.05.2020 11:45,-34.78,EUR,
24.05.2020 11:45 - 24.05.2020 12:00,-25.17,EUR,
24.05.2020 12:00 - 24.05.2020 12:15,-30.09,EUR,
24.05.2020 12:15 - 24.05.2020 12:30,-55.97,EUR,
24.05.2020 12:30 - 24.05.2020 12:45,-42.98,EUR,
24.05.2020 12:45 - 24.05.2020 13:00,-58.09,EUR,
24.05.2020 13:00 - 24.05.2020 13:15,-47.86,EUR,
24.05.2020 13:15 - 24.05.2020 13:30,-62.55,EUR,
24.05.2020 13:30 - 24.05.2020 13:45,-70.12,EUR,
24.05.2020 13:45 - 24.05.2020 14:00,-65.84,EUR,
24.05.2020 14:00 - 24.05.2020 14:15,-39.46,EUR,
24.05.2020 14:15 - 24.05.2020 14:30,-57.66,EUR,
24.05.2020 14:30 - 24.05.2020 14:45,-53.58,EUR,
24.05.2020 14:45 - 24.05.2020 15:00,-47.23,EUR,
24.05.2020 15:00 - 24.05.2020 15:15,-65.42,EUR,
24.05.2020 15:15 - 24.05.2020 15:30,-53.98,EUR,
24.05.2020 15:30 - 24.05.2020 15:45,-46.18,EUR,
24.05.2020 15:45 - 24.05.2020 16:00,-36.51,EUR,
24.05.2020 16:00 - 24.05.2020 16:15,-57.5,EUR,
24.05.2020 16:15 - 24.05.2020 16:30,-41.28,EUR,
24.05.2020 16:30 - 24.05.2020 16:45,-31.33,EUR,
24.05.2020 16:45 - 24.05.2020 17:00,-24.82,EUR,
24.05.2020 17:00 - 24.05.2020 17:15,-29.35,EUR,
24.05.2020 17:15 - 24.05.2020 17:30,-16.13,EUR,
24.05.2020 17:30 - 24.05.2020 17:45,-4.53,EUR,
24.05.2020 17:45 - 24.05.2020 18:00,5.2,EUR,
24.05.2020 18:00 - 24.05.2020 18:15,-18,EUR,
