MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|DE-LU
15.05.2020 23:30 - 15.05.2020 23:45,18.8,EUR,
15.05.2020 23:45 - 16.05.2020 00:00,9.19,EUR,
16.05.2020 00:00 - 16.05.2020 00:15,32.63,EUR,
16.05.2020 00:15 - 16.05.2020 00:30,21.9,EUR,
16.05.2020 00:30 - 16.05.2020 00:45,16.53,EUR,
16.05.2020 00:45 - 16.05.2020 01:00,10.42,EUR,
16.05.2020 01:00 - 16.05.2020 01:15,25,EUR,
16.05.2020 01:15 - 16.05.2020 01:30,23.19,EUR,
16.05.2020 01:30 - 16.05.2020 01:45,17.47,EUR,
16.05.2020 01:45 - 16.05.2020 02:00,11.92,EUR,
16.05.2020 02:00 - 16.05.2020 02:15,19.5,EUR,
16.05.2020 02:15 - 16.05.2020 02:30,15.15,EUR,
16.05.2020 02:30 - 16.05.2020 02:45,17.22,EUR,
16.05.2020 02:45 - 16.05.2020 03:00,19.96,EUR,
16.05.2020 03:00 - 16.05.2020 03:15,17.7,EUR,
16.05.2020 03:15 - 16.05.2020 03:30,16.1,EUR,
16.05.2020 03:30 - 16.05.2020 03:45,17.28,EUR,
16.05.2020 03:45 - 16.05.2020 04:00,17.52,EUR,
16.05.2020 04:00 - 16.05.2020 04:15,13.24,EUR,
16.05.2020 04:15 - 16.05.2020 04:30,15,EUR,
16.05.2020 04:30 - 16.05.2020 04:45,19.42,EUR,
16.05.2020 04:45 - 16.05.2020 05:00,20.69,EUR,
16.05.2020 05:00 - 16.05.2020 05:15,12.66,EUR,
16.05.2020 05:15 - 16.05.2020 05:30,14.77,EUR,
16.05.2020 05:30 - 16.05.2020 05:45,17.26,EUR,
16.05.2020 05:45 - 16.05.2020 06:00,20.24,EUR,
16.05.2020 06:00 - 16.05.2020 06:15,15.68,EUR,
16.05.2020 06:15 - 16.05.2020 06:30,16.74,EUR,
16.05.2020 06:30 - 16.05.2020 06:45,17.61,EUR,
16.05.2020 06:45 - 16.05.2020 07:00,14.13,EUR,
16.05.2020 07:00 - 16.05.2020 07:15,21.09,EUR,
16.05.2020 07:15 - 16.05.2020 07:30,17.66,EUR,
16.05.2020 07:30 - 16.05.2020 07:45,16.85,EUR,
16.05.2020 07:45 - 16.05.2020 08:00,10.38,EUR,
16.05.2020 08:00 - 16.05.2020 08:15,31.28,EUR,
16.05.2020 08:15 - 16.05.2020 08:30,20.56,EUR,
16.05.2020 08:30 - 16.05.2020 08:45,11.8,EUR,
16.05.2020 08:45 - 16.05.2020 09:00,1.17,EUR,
16.05.2020 09:00 - 16.05.2020 09:15,29.27,EUR,
16.05.2020 09:15 - 16.05.2020 09:30,15.74,EUR,
16.05.2020 09:30 - 16.05.2020 09:45,10.51,EUR,
16.05.2020 09:45 - 16.05.2020 10:00,-0.05,EUR,
16.05.2020 10:00 - 16.05.2020 10:15,21.43,EUR,
16.05.2020 10:15 - 16.05.2020 10:30,13.34,EUR,
16.05.2020 10:30 - 16.05.2020 10:45,11.9,EUR,
16.05.2020 10:45 - 16.05.2020 11:00,4.37,EUR,
16.05.2020 11:00 - 16.05.2020 11:15,10.42,EUR,
16.05.2020 11:15 - 16.05.2020 11:30,11.05,EUR,
16.05.2020 11:30 - 16.05.2020 11:45,14.09,EUR,
16.05.2020 11:45 - 16.05.2020 12:00,11.92,EUR,
16.05.2020 12:00 - 16.05.2020 12:15,14.84,EUR,
16.05.2020 12:15 - 16.05.2020 12:30,12.32,EUR,
16.05.2020 12:30 - 16.05.2020 12:45,13.5,EUR,
16.05.2020 12:45 - 16.05.2020 13:00,3.63,EUR,
16.05.2020 13:00 - 16.05.2020 13:15,15.06,EUR,
16.05.2020 13:15 - 16.05.2020 13:30,7.35,EUR,
16.05.2020 13:30 - 16.05.2020 13:45,9.57,EUR,
16.05.2020 13:45 - 16.05.2020 14:00,2.79,EUR,
16.05.2020 14:00 - 16.05.2020 14:15,6.79,EUR,
16.05.2020 14:15 - 16.05.2020 14:30,6.7,EUR,
16.05.2020 14:30 - 16.05.2020 14:45,8.2,EUR,
16.05.2020 14:45 - 16.05.2020 15:00,10.53,EUR,
16.05.2020 15:00 - 16.05.2020 15:15,-1.18,EUR,
16.05.2020 15:15 - 16.05.2020 15:30,7.82,EUR,
16.05.2020 15:30 - 16.05.2020 15:45,9.92,EUR,
16.05.2020 15:45 - 16.05.2020 16:00,16.01,EUR,
16.05.2020 16:00 - 16.05.2020 16:15,-5.02,EUR,
16.05.2020 16:15 - 16.05.2020 16:30,7.64,EUR,
16.05.2020 16:30 - 16.05.2020 16:45,12.56,EUR,
16.05.2020 16:45 - 16.05.2020 17:00,24.39,EUR,
16.05.2020 17:00 - 16.05.2020 17:15,-7.97,EUR,
16.05.2020 17:15 - 16.05.2020 17:30,11.48,EUR,
16.05.2020 17:30 - 16.05.2020 17:45,20.09,EUR,
16.05.2020 17:45 - 16.05.2020 18:00,32.4,EUR,
16.05.2020 18:00 - 16.05.2020 18:15,2.67,EUR,
16.05.2020 18:15 - 16.05.2020 18:30,16.73,EUR,
16.05.2020 18:30 - 16.05.2020 18:45,27.85,EUR,
16.05.2020 18:45 - 16.05.2020 19:00,42.19,EUR,
16.05.2020 19:00 - 16.05.2020 19:15,17.71,EUR,
16.05.2020 19:15 - 16.05.2020 19:30,20.65,EUR,
16.05.2020 19:30 - 16.05.2020 19:45,29.54,EUR,
16.05.2020 19:45 - 16.05.2020 20:00,38.54,EUR,
16.05.2020 20:00 - 16.05.2020 20:15,32.08,EUR,
16.05.2020 20:15 - 16.05.2020 20:30,28.1,EUR,
16.05.2020 20:30 - 16.05.2020 20:45,26.12,EUR,
16.05.2020 20:45 - 16.05.2020 21:00,21,EUR,
16.05.2020 21:00 - 16.05.2020 21:15,33.42,EUR,
16.05.2020 21:15 - 16.05.2020 21:30,25.06,EUR,
16.05.2020 21:30 - 16.05.2020 21:45,22.27,EUR,
16.05.2020 21:45 - 16.05.2020 22:00,22.94,EUR,
16.05.2020 22:00 - 16.05.2020 22:15,34.44,EUR,
16.05.2020 22:15 - 16.05.2020 22:30,23.7,EUR,
16.05.2020 22:30 - 16.05.2020 22:45,22.99,EUR,
16.05.2020 22:45 - 16.05.2020 23:00,16.62,EUR,
16.05.2020 23:00 - 16.05.2020 23:15,30.59,EUR,
16.05.2020 23:15 - 16.05.2020 23:30,22.71,EUR,
16.05.2020 23:30 - 16.05.2020 23:45,19.89,EUR,
16.05.2020 23:45 - 17.05.2020 00:00,14.8,EUR,
17.05.2020 00:00 - 17.05.2020 00:15,38.11,EUR,
17.05.2020 00:15 - 17.05.2020 00:30,21.57,EUR,
17.05.2020 00:30 - 17.05.2020 00:45,17.07,EUR,
17.05.2020 00:45 - 17.05.2020 01:00,8.85,EUR,
17.05.2020 01:00 - 17.05.2020 01:15,25.74,EUR,
17.05.2020 01:15 - 17.05.2020 01:30,20.07,EUR,
17.05.2020 01:30 - 17.05.2020 01:45,11.58,EUR,
17.05.2020 01:45 - 17.05.2020 02:00,10.6,EUR,
17.05.2020 02:00 - 17.05.2020 02:15,21.62,EUR,
17.05.2020 02:15 - 17.05.2020 02:30,14.6,EUR,
17.05.2020 02:30 - 17.05.2020 02:45,12.76,EUR,
17.05.2020 02:45 - 17.05.2020 03:00,11.42,EUR,
17.05.2020 03:00 - 17.05.2020 03:15,16.72,EUR,
17.05.2020 03:15 - 17.05.2020 03:30,12.91,EUR,
17.05.2020 03:30 - 17.05.2020 03:45,12.21,EUR,
17.05.2020 03:45 - 17.05.2020 04:00,10.12,EUR,
17.05.2020 04:00 - 17.05.2020 04:15,11.35,EUR,
17.05.2020 04:15 - 17.05.2020 04:30,10.77,EUR,
17.05.2020 04:30 - 17.05.2020 04:45,14.82,EUR,
17.05.2020 04:45 - 17.05.2020 05:00,13.05,EUR,
17.05.2020 05:00 - 17.05.2020 05:15,13.3,EUR,
17.05.2020 05:15 - 17.05.2020 05:30,15.17,EUR,
17.05.2020 05:30 - 17.05.2020 05:45,12.18,EUR,
17.05.2020 05:45 - 17.05.2020 06:00,7.75,EUR,
17.05.2020 06:00 - 17.05.2020 06:15,18.38,EUR,
17.05.2020 06:15 - 17.05.2020 06:30,12.48,EUR,
17.05.2020 06:30 - 17.05.2020 06:45,10.26,EUR,
17.05.2020 06:45 - 17.05.2020 07:00,5.99,EUR,
17.05.2020 07:00 - 17.05.2020 07:15,15.7,EUR,
17.05.2020 07:15 - 17.05.2020 07:30,10.14,EUR,
17.05.2020 07:30 - 17.05.2020 07:45,11.13,EUR,
17.05.2020 07:45 - 17.05.2020 08:00,4.99,EUR,
17.05.2020 08:00 - 17.05.2020 08:15,13.1,EUR,
17.05.2020 08:15 - 17.05.2020 08:30,7.78,EUR,
17.05.2020 08:30 - 17.05.2020 08:45,3.04,EUR,
17.05.2020 08:45 - 17.05.2020 09:00,2.11,EUR,
17.05.2020 09:00 - 17.05.2020 09:15,14.88,EUR,
17.05.2020 09:15 - 17.05.2020 09:30,6.09,EUR,
17.05.2020 09:30 - 17.05.2020 09:45,0.63,EUR,
17.05.2020 09:45 - 17.05.2020 10:00,-5.37,EUR,
17.05.2020 10:00 - 17.05.2020 10:15,12.97,EUR,
17.05.2020 10:15 - 17.05.2020 10:30,3.07,EUR,
17.05.2020 10:30 - 17.05.2020 10:45,-2.06,EUR,
17.05.2020 10:45 - 17.05.2020 11:00,-3.88,EUR,
17.05.2020 11:00 - 17.05.2020 11:15,1.1,EUR,
17.05.2020 11:15 - 17.05.2020 11:30,-0.06,EUR,
17.05.2020 11:30 - 17.05.2020 11:45,-0.08,EUR,
17.05.2020 11:45 - 17.05.2020 12:00,1.67,EUR,
17.05.2020 12:00 - 17.05.2020 12:15,-2.72,EUR,
17.05.2020 12:15 - 17.05.2020 12:30,-3.61,EUR,
17.05.2020 12:30 - 17.05.2020 12:45,-6.11,EUR,
17.05.2020 12:45 - 17.05.2020 13:00,-19.4,EUR,
17.05.2020 13:00 - 17.05.2020 13:15,1.28,EUR,
17.05.2020 13:15 - 17.05.2020 13:30,-20.68,EUR,
17.05.2020 13:30 - 17.05.2020 13:45,-28.05,EUR,
17.05.2020 13:45 - 17.05.2020 14:00,-28.78,EUR,
17.05.2020 14:00 - 17.05.2020 14:15,-15.41,EUR,
17.05.2020 14:15 - 17.05.2020 14:30,-21.28,EUR,
17.05.2020 14:30 - 17.05.2020 14:45,-24.34,EUR,
17.05.2020 14:45 - 17.05.2020 15:00,-25.34,EUR,
17.05.2020 15:00 - 17.05.2020 15:15,-21.46,EUR,
17.05.2020 15:15 - 17.05.2020 15:30,-16.53,EUR,
17.05.2020 15:30 - 17.05.2020 15:45,-24,EUR,
17.05.2020 15:45 - 17.05.2020 16:00,-12.1,EUR,
17.05.2020 16:00 - 17.05.2020 16:15,-22.43,EUR,
17.05.2020 16:15 - 17.05.2020 16:30,-10.75,EUR,
17.05.2020 16:30 - 17.05.2020 16:45,-2,EUR,
17.05.2020 16:45 - 17.05.2020 17:00,7.8,EUR,
17.05.2020 17:00 - 17.05.2020 17:15,-19.3,EUR,
17.05.2020 17:15 - 17.05.2020 17:30,2.6,EUR,
17.05.2020 17:30 - 17.05.2020 17:45,8.19,EUR,
17.05.2020 17:45 - 17.05.2020 18:00,22.92,EUR,
17.05.2020 18:00 - 17.05.2020 18:15,-2.5,EUR,
17.05.2020 18:15 - 17.05.2020 18:30,14.18,EUR,
17.05.2020 18:30 - 17.05.2020 18:45,16.46,EUR,
17.05.2020 18:45 - 17.05.2020 19:00,28.95,EUR,
17.05.2020 19:00 - 17.05.2020 19:15,18.61,EUR,
17.05.2020 19:15 - 17.05.2020 19:30,16.5,EUR,
17.05.2020 19:30 - 17.05.2020 19:45,24.19,EUR,
17.05.2020 19:45 - 17.05.2020 20:00,33.26,EUR,
17.05.2020 20:00 - 17.05.2020 20:15,36.32,EUR,
17.05.2020 20:15 - 17.05.2020 20:30,29.14,EUR,
17.05.2020 20:30 - 17.05.2020 20:45,24.77,EUR,
17.05.2020 20:45 - 17.05.2020 21:00,22.91,EUR,
17.05.2020 21:00 - 17.05.2020 21:15,37.33,EUR,
17.05.2020 21:15 - 17.05.2020 21:30,27.4,EUR,
17.05.2020 21:30 - 17.05.2020 21:45,24.67,EUR,
17.05.2020 21:45 - 17.05.2020 22:00,23.13,EUR,
17.05.2020 22:00 - 17.05.2020 22:15,42.51,EUR,
17.05.2020 22:15 - 17.05.2020 22:30,27.9,EUR,
17.05.2020 22:30 - 17.05.2020 22:45,26.21,EUR,
17.05.2020 22:45 - 17.05.2020 23:00,16.04,EUR,
17.05.2020 23:00 - 17.05.2020 23:15,36.67,EUR,
17.05.2020 23:15 - 17.05.2020 23:30,29,EUR,
17.05.2020 23:30 - 17.05.2020 23:45,19.52,EUR,
17.05.2020 23:45 - 18.05.2020 00:00,16.01,EUR,
18.05.2020 00:00 - 18.05.2020 00:15,25.8,EUR,
18.05.2020 00:15 - 18.05.2020 00:30,22.46,EUR,
18.05.2020 00:30 - 18.05.2020 00:45,14.03,EUR,
18.05.2020 00:45 - 18.05.2020 01:00,7.73,EUR,
18.05.2020 01:00 - 18.05.2020 01:15,29.64,EUR,
18.05.2020 01:15 - 18.05.2020 01:30,15.53,EUR,
18.05.2020 01:30 - 18.05.2020 01:45,12.67,EUR,
18.05.2020 01:45 - 18.05.2020 02:00,8.15,EUR,
18.05.2020 02:00 - 18.05.2020 02:15,19.84,EUR,
18.05.2020 02:15 - 18.05.2020 02:30,15.04,EUR,
18.05.2020 02:30 - 18.05.2020 02:45,14.89,EUR,
18.05.2020 02:45 - 18.05.2020 03:00,13.63,EUR,
18.05.2020 03:00 - 18.05.2020 03:15,12.33,EUR,
18.05.2020 03:15 - 18.05.2020 03:30,11.02,EUR,
18.05.2020 03:30 - 18.05.2020 03:45,11.54,EUR,
18.05.2020 03:45 - 18.05.2020 04:00,27.09,EUR,
18.05.2020 04:00 - 18.05.2020 04:15,6.25,EUR,
18.05.2020 04:15 - 18.05.2020 04:30,11.3,EUR,
18.05.2020 04:30 - 18.05.2020 04:45,29.3,EUR,
18.05.2020 04:45 - 18.05.2020 05:00,19.13,EUR,
18.05.2020 05:00 - 18.05.2020 05:15,5.82,EUR,
18.05.2020 05:15 - 18.05.2020 05:30,12.66,EUR,
18.05.2020 05:30 - 18.05.2020 05:45,20.03,EUR,
18.05.2020 05:45 - 18.05.2020 06:00,33.61,EUR,
18.05.2020 06:00 - 18.05.2020 06:15,12.03,EUR,
18.05.2020 06:15 - 18.05.2020 06:30,21.88,EUR,
18.05.2020 06:30 - 18.05.2020 06:45,27.05,EUR,
18.05.2020 06:45 - 18.05.2020 07:00,33.45,EUR,
18.05.2020 07:00 - 18.05.2020 07:15,26.5,EUR,
18.05.2020 07:15 - 18.05.2020 07:30,29.67,EUR,
18.05.2020 07:30 - 18.05.2020 07:45,29.11,EUR,
18.05.2020 07:45 - 18.05.2020 08:00,36.7,EUR,
18.05.2020 08:00 - 18.05.2020 08:15,35.52,EUR,
18.05.2020 08:15 - 18.05.2020 08:30,26.8,EUR,
18.05.2020 08:30 - 18.05.2020 08:45,23.45,EUR,
18.05.2020 08:45 - 18.05.2020 09:00,26.6,EUR,
18.05.2020 09:00 - 18.05.2020 09:15,32.01,EUR,
18.05.2020 09:15 - 18.05.2020 09:30,22.7,EUR,
18.05.2020 09:30 - 18.05.2020 09:45,21.91,EUR,
18.05.2020 09:45 - 18.05.2020 10:00,15,EUR,
18.05.2020 10:00 - 18.05.2020 10:15,30.11,EUR,
18.05.2020 10:15 - 18.05.2020 10:30,22.83,EUR,
18.05.2020 10:30 - 18.05.2020 10:45,19.64,EUR,
18.05.2020 10:45 - 18.05.2020 11:00,15.02,EUR,
18.05.2020 11:00 - 18.05.2020 11:15,23,EUR,
18.05.2020 11:15 - 18.05.2020 11:30,22.16,EUR,
18.05.2020 11:30 - 18.05.2020 11:45,23.85,EUR,
18.05.2020 11:45 - 18.05.2020 12:00,16.98,EUR,
18.05.2020 12:00 - 18.05.2020 12:15,24.38,EUR,
18.05.2020 12:15 - 18.05.2020 12:30,15.7,EUR,
18.05.2020 12:30 - 18.05.2020 12:45,19.03,EUR,
18.05.2020 12:45 - 18.05.2020 13:00,16.73,EUR,
18.05.2020 13:00 - 18.05.2020 13:15,23.48,EUR,
18.05.2020 13:15 - 18.05.2020 13:30,21.32,EUR,
18.05.2020 13:30 - 18.05.2020 13:45,13,EUR,
18.05.2020 13:45 - 18.05.2020 14:00,8.5,EUR,
18.05.2020 14:00 - 18.05.2020 14:15,15.1,EUR,
18.05.2020 14:15 - 18.05.2020 14:30,14.61,EUR,
18.05.2020 14:30 - 18.05.2020 14:45,14.95,EUR,
18.05.2020 14:45 - 18.05.2020 15:00,17.46,EUR,
18.05.2020 15:00 - 18.05.2020 15:15,11.76,EUR,
18.05.2020 15:15 - 18.05.2020 15:30,17.6,EUR,
18.05.2020 15:30 - 18.05.2020 15:45,15.82,EUR,
18.05.2020 15:45 - 18.05.2020 16:00,17.1,EUR,
18.05.2020 16:00 - 18.05.2020 16:15,10.61,EUR,
18.05.2020 16:15 - 18.05.2020 16:30,15,EUR,
18.05.2020 16:30 - 18.05.2020 16:45,18.99,EUR,
18.05.2020 16:45 - 18.05.2020 17:00,24.22,EUR,
18.05.2020 17:00 - 18.05.2020 17:15,6.78,EUR,
18.05.2020 17:15 - 18.05.2020 17:30,17.74,EUR,
18.05.2020 17:30 - 18.05.2020 17:45,23.32,EUR,
18.05.2020 17:45 - 18.05.2020 18:00,33,EUR,
18.05.2020 18:00 - 18.05.2020 18:15,15.69,EUR,
18.05.2020 18:15 - 18.05.2020 18:30,20.27,EUR,
18.05.2020 18:30 - 18.05.2020 18:45,25.9,EUR,
18.05.2020 18:45 - 18.05.2020 19:00,31.78,EUR,
18.05.2020 19:00 - 18.05.2020 19:15,26.7,EUR,
18.05.2020 19:15 - 18.05.2020 19:30,24.21,EUR,
18.05.2020 19:30 - 18.05.2020 19:45,29.03,EUR,
18.05.2020 19:45 - 18.05.2020 20:00,32.48,EUR,
18.05.2020 20:00 - 18.05.2020 20:15,39.33,EUR,
18.05.2020 20:15 - 18.05.2020 20:30,30.05,EUR,
18.05.2020 20:30 - 18.05.2020 20:45,27.37,EUR,
18.05.2020 20:45 - 18.05.2020 21:00,21.37,EUR,
18.05.2020 21:00 - 18.05.2020 21:15,39.77,EUR,
18.05.2020 21:15 - 18.05.2020 21:30,29.8,EUR,
18.05.2020 21:30 - 18.05.2020 21:45,28.66,EUR,
18.05.2020 21:45 - 18.05.2020 22:00,18.57,EUR,
18.05.2020 22:00 - 18.05.2020 22:15,44.95,EUR,
18.05.2020 22:15 - 18.05.2020 22:30,24.37,EUR,
18.05.2020 22:30 - 18.05.2020 22:45,19.98,EUR,
18.05.2020 22:45 - 18.05.2020 23:00,12.33,EUR,
18.05.2020 23:00 - 18.05.2020 23:15,40.82,EUR,
18.05.2020 23:15 - 18.05.2020 23:30,23.69,EUR,
18.05.2020 23:30 - 18.05.2020 23:45,18.12,EUR,
18.05.2020 23:45 - 19.05.2020 00:00,7.36,EUR,
19.05.2020 00:00 - 19.05.2020 00:15,27.84,EUR,
19.05.2020 00:15 - 19.05.2020 00:30,19.18,EUR,
19.05.2020 00:30 - 19.05.2020 00:45,18.34,EUR,
19.05.2020 00:45 - 19.05.2020 01:00,12.64,EUR,
19.05.2020 01:00 - 19.05.2020 01:15,22,EUR,
19.05.2020 01:15 - 19.05.2020 01:30,19.88,EUR,
19.05.2020 01:30 - 19.05.2020 01:45,16.83,EUR,
19.05.2020 01:45 - 19.05.2020 02:00,13.44,EUR,
19.05.2020 02:00 - 19.05.2020 02:15,19.1,EUR,
19.05.2020 02:15 - 19.05.2020 02:30,15.64,EUR,
19.05.2020 02:30 - 19.05.2020 02:45,16.16,EUR,
19.05.2020 02:45 - 19.05.2020 03:00,17.44,EUR,
19.05.2020 03:00 - 19.05.2020 03:15,14.37,EUR,
19.05.2020 03:15 - 19.05.2020 03:30,15.62,EUR,
19.05.2020 03:30 - 19.05.2020 03:45,16.93,EUR,
19.05.2020 03:45 - 19.05.2020 04:00,19.72,EUR,
19.05.2020 04:00 - 19.05.2020 04:15,8.49,EUR,
19.05.2020 04:15 - 19.05.2020 04:30,15.33,EUR,
19.05.2020 04:30 - 19.05.2020 04:45,20.14,EUR,
19.05.2020 04:45 - 19.05.2020 05:00,21.64,EUR,
19.05.2020 05:00 - 19.05.2020 05:15,10.76,EUR,
19.05.2020 05:15 - 19.05.2020 05:30,17.92,EUR,
19.05.2020 05:30 - 19.05.2020 05:45,22.58,EUR,
19.05.2020 05:45 - 19.05.2020 06:00,28.53,EUR,
19.05.2020 06:00 - 19.05.2020 06:15,14.1,EUR,
19.05.2020 06:15 - 19.05.2020 06:30,23.41,EUR,
19.05.2020 06:30 - 19.05.2020 06:45,27.59,EUR,
19.05.2020 06:45 - 19.05.2020 07:00,30.9,EUR,
19.05.2020 07:00 - 19.05.2020 07:15,31.09,EUR,
19.05.2020 07:15 - 19.05.2020 07:30,31.12,EUR,
19.05.2020 07:30 - 19.05.2020 07:45,29.83,EUR,
19.05.2020 07:45 - 19.05.2020 08:00,22.79,EUR,
19.05.2020 08:00 - 19.05.2020 08:15,46.27,EUR,
19.05.2020 08:15 - 19.05.2020 08:30,33.26,EUR,
19.05.2020 08:30 - 19.05.2020 08:45,22.61,EUR,
19.05.2020 08:45 - 19.05.2020 09:00,15.03,EUR,
19.05.2020 09:00 - 19.05.2020 09:15,33.76,EUR,
19.05.2020 09:15 - 19.05.2020 09:30,24.04,EUR,
19.05.2020 09:30 - 19.05.2020 09:45,20.78,EUR,
19.05.2020 09:45 - 19.05.2020 10:00,15.42,EUR,
19.05.2020 10:00 - 19.05.2020 10:15,28.92,EUR,
19.05.2020 10:15 - 19.05.2020 10:30,22.39,EUR,
19.05.2020 10:30 - 19.05.2020 10:45,19.7,EUR,
19.05.2020 10:45 - 19.05.2020 11:00,15.36,EUR,
19.05.2020 11:00 - 19.05.2020 11:15,22.97,EUR,
19.05.2020 11:15 - 19.05.2020 11:30,21.11,EUR,
19.05.2020 11:30 - 19.05.2020 11:45,21.1,EUR,
19.05.2020 11:45 - 19.05.2020 12:00,17.64,EUR,
19.05.2020 12:00 - 19.05.2020 12:15,22.09,EUR,
19.05.2020 12:15 - 19.05.2020 12:30,21.27,EUR,
19.05.2020 12:30 - 19.05.2020 12:45,20.86,EUR,
19.05.2020 12:45 - 19.05.2020 13:00,14.63,EUR,
19.05.2020 13:00 - 19.05.2020 13:15,24.64,EUR,
19.05.2020 13:15 - 19.05.2020 13:30,20.6,EUR,
19.05.2020 13:30 - 19.05.2020 13:45,18.55,EUR,
19.05.2020 13:45 - 19.05.2020 14:00,11.96,EUR,
19.05.2020 14:00 - 19.05.2020 14:15,12.93,EUR,
19.05.2020 14:15 - 19.05.2020 14:30,16.96,EUR,
19.05.2020 14:30 - 19.05.2020 14:45,19.36,EUR,
19.05.2020 14:45 - 19.05.2020 15:00,22.66,EUR,
19.05.2020 15:00 - 19.05.2020 15:15,10.19,EUR,
19.05.2020 15:15 - 19.05.2020 15:30,18.33,EUR,
19.05.2020 15:30 - 19.05.2020 15:45,18.5,EUR,
19.05.2020 15:45 - 19.05.2020 16:00,24.85,EUR,
19.05.2020 16:00 - 19.05.2020 16:15,6.15,EUR,
19.05.2020 16:15 - 19.05.2020 16:30,17.93,EUR,
19.05.2020 16:30 - 19.05.2020 16:45,23.05,EUR,
19.05.2020 16:45 - 19.05.2020 17:00,29.68,EUR,
19.05.2020 17:00 - 19.05.2020 17:15,3.77,EUR,
19.05.2020 17:15 - 19.05.2020 17:30,20.13,EUR,
19.05.2020 17:30 - 19.05.2020 17:45,29.42,EUR,
19.05.2020 17:45 - 19.05.2020 18:00,42.67,EUR,
19.05.2020 18:00 - 19.05.2020 18:15,12.9,EUR,
19.05.2020 18:15 - 19.05.2020 18:30,26.53,EUR,
19.05.2020 18:30 - 19.05.2020 18:45,33.7,EUR,
19.05.2020 18:45 - 19.05.2020 19:00,48.1,EUR,
19.05.2020 19:00 - 19.05.2020 19:15,25.6,EUR,
19.05.2020 19:15 - 19.05.2020 19:30,31.95,EUR,
19.05.2020 19:30 - 19.05.2020 19:45,40.53,EUR,
19.05.2020 19:45 - 19.05.2020 20:00,52.31,EUR,
19.05.2020 20:00 - 19.05.2020 20:15,45.41,EUR,
19.05.2020 20:15 - 19.05.2020 20:30,43.61,EUR,
19.05.2020 20:30 - 19.05.2020 20:45,41.94,EUR,
19.05.2020 20:45 - 19.05.2020 21:00,41.43,EUR,
19.05.2020 21:00 - 19.05.2020 21:15,47,EUR,
19.05.2020 21:15 - 19.05.2020 21:30,38.31,EUR,
19.05.2020 21:30 - 19.05.2020 21:45,34.42,EUR,
19.05.2020 21:45 - 19.05.2020 22:00,27.1,EUR,
19.05.2020 22:00 - 19.05.2020 22:15,43.92,EUR,
19.05.2020 22:15 - 19.05.2020 22:30,29.18,EUR,
19.05.2020 22:30 - 19.05.2020 22:45,27.86,EUR,
19.05.2020 22:45 - 19.05.2020 23:00,20.91,EUR,
19.05.2020 23:00 - 19.05.2020 23:15,32.84,EUR,
19.05.2020 23:15 - 19.05.2020 23:30,27,EUR,
19.05.2020 23:30 - 19.05.2020 23:45,26.39,EUR,
19.05.2020 23:45 - 20.05.2020 00:00,19.78,EUR,
20.05.2020 00:00 - 20.05.2020 00:15,28.5,EUR,
20.05.2020 00:15 - 20.05.2020 00:30,23.54,EUR,
20.05.2020 00:30 - 20.05.2020 00:45,23.03,EUR,
20.05.2020 00:45 - 20.05.2020 01:00,19.34,EUR,
20.05.2020 01:00 - 20.05.2020 01:15,24.45,EUR,
20.05.2020 01:15 - 20.05.2020 01:30,21.94,EUR,
20.05.2020 01:30 - 20.05.2020 01:45,21.91,EUR,
20.05.2020 01:45 - 20.05.2020 02:00,19.7,EUR,
20.05.2020 02:00 - 20.05.2020 02:15,22.74,EUR,
20.05.2020 02:15 - 20.05.2020 02:30,20.89,EUR,
20.05.2020 02:30 - 20.05.2020 02:45,19.7,EUR,
20.05.2020 02:45 - 20.05.2020 03:00,21.06,EUR,
20.05.2020 03:00 - 20.05.2020 03:15,19.87,EUR,
20.05.2020 03:15 - 20.05.2020 03:30,20.26,EUR,
20.05.2020 03:30 - 20.05.2020 03:45,21.98,EUR,
20.05.2020 03:45 - 20.05.2020 04:00,21.68,EUR,
20.05.2020 04:00 - 20.05.2020 04:15,16.53,EUR,
20.05.2020 04:15 - 20.05.2020 04:30,21.7,EUR,
20.05.2020 04:30 - 20.05.2020 04:45,23.44,EUR,
20.05.2020 04:45 - 20.05.2020 05:00,25.46,EUR,
20.05.2020 05:00 - 20.05.2020 05:15,16.98,EUR,
20.05.2020 05:15 - 20.05.2020 05:30,22.19,EUR,
20.05.2020 05:30 - 20.05.2020 05:45,24.48,EUR,
20.05.2020 05:45 - 20.05.2020 06:00,28.69,EUR,
20.05.2020 06:00 - 20.05.2020 06:15,25.25,EUR,
20.05.2020 06:15 - 20.05.2020 06:30,31.76,EUR,
20.05.2020 06:30 - 20.05.2020 06:45,36.37,EUR,
20.05.2020 06:45 - 20.05.2020 07:00,38.64,EUR,
20.05.2020 07:00 - 20.05.2020 07:15,45.76,EUR,
20.05.2020 07:15 - 20.05.2020 07:30,53.35,EUR,
20.05.2020 07:30 - 20.05.2020 07:45,47.65,EUR,
20.05.2020 07:45 - 20.05.2020 08:00,38.74,EUR,
20.05.2020 08:00 - 20.05.2020 08:15,65.45,EUR,
20.05.2020 08:15 - 20.05.2020 08:30,53.35,EUR,
20.05.2020 08:30 - 20.05.2020 08:45,36.6,EUR,
20.05.2020 08:45 - 20.05.2020 09:00,29.04,EUR,
